,elbo,condition
386,7370.347485697269,medium
387,7363.882093280554,medium
388,7369.3548150599,medium
389,7359.488026684522,medium
390,7370.121603947877,medium
391,7360.1876383692015,medium
392,7363.536815035343,medium
393,7365.8223272472615,medium
394,7357.304857957363,medium
395,7360.336173403263,medium
396,7362.836021727323,medium
397,7366.008696866035,medium
398,7360.840608441829,medium
399,7364.184433656931,medium
400,9592.450370466708,easy
401,8004.711324256658,easy
402,7251.9968117505305,easy
403,6893.6881794035435,easy
404,6734.307062461973,easy
405,6561.225495415926,easy
406,6535.831371527911,easy
407,10780.526804924011,easy
408,6307.566986507178,easy
409,6180.265694940091,easy
410,6168.974713122844,easy
411,6166.713652479649,easy
412,6136.139957171678,easy
413,6111.522714066506,easy
414,6140.908276969195,easy
415,6057.602515071631,easy
416,6070.755144572258,easy
417,6024.73701351881,easy
418,6017.840964263678,easy
419,6059.177064108849,easy
420,6093.489461660385,easy
421,5966.450608664752,easy
422,5947.447016540169,easy
423,5904.518284761905,easy
424,5897.953733867406,easy
425,5966.851288944483,easy
426,5899.2604207515715,easy
427,5915.974573612212,easy
428,5871.6479701221,easy
429,5874.904632288218,easy
430,5838.37157600373,easy
431,5830.421804890037,easy
432,5791.88369070217,easy
433,5807.364372619986,easy
434,5745.002333704382,easy
435,5757.99609900117,easy
436,5753.835223150254,easy
437,5745.2523503422735,easy
438,5777.596174135804,easy
439,5698.961698788405,easy
440,5824.241232198477,easy
441,5753.276961785556,easy
442,5720.7892841875555,easy
443,5689.031720283629,easy
444,5708.862491738797,easy
445,5700.402930504085,easy
446,5698.766625487804,easy
447,5673.7915908813475,easy
448,5691.403025528789,easy
449,5705.055512940883,easy
450,5664.844178886711,easy
451,5658.2822847455745,easy
452,5681.737009391189,easy
453,5648.219357791543,easy
454,5689.025876486301,easy
455,5652.197880795598,easy
456,5656.340275746584,easy
457,5653.623287248612,easy
458,5632.6482793003315,easy
459,5649.747628384829,easy
460,5618.122113710642,easy
461,5625.4658050775515,easy
462,5641.745619440078,easy
463,5611.580657821893,easy
464,5635.086552813649,easy
465,5614.772554790973,easy
466,5618.049886369705,easy
467,5582.470536172389,easy
468,5629.245865917206,easy
469,5578.541536623239,easy
470,5600.633770912887,easy
471,5586.676871293784,easy
472,5608.2893282532705,easy
473,5562.907123434544,easy
474,5580.6624576389795,easy
475,5592.091840851306,easy
476,5567.810861378908,easy
477,5585.082047051192,easy
478,5563.228250896931,easy
479,5559.968624007703,easy
480,5567.5621466279035,easy
481,5574.055370867253,easy
482,5549.203417861461,easy
483,5561.26433904171,easy
484,5560.379248696566,easy
485,5565.128804111481,easy
486,5557.975324624777,easy
487,5561.844044536351,easy
488,5554.81372192502,easy
489,5554.553257781267,easy
490,5523.584604904056,easy
491,5539.987489014864,easy
492,5552.655547577142,easy
493,5530.040121084451,easy
494,5530.401509308816,easy
495,5538.714278519154,easy
496,5530.584376132488,easy
497,5543.9615147769455,easy
498,5531.633602476119,easy
