,elbo,phase
316,6581.203947195412,1
317,6578.579874105751,1
318,6581.108347627521,1
319,6572.098387286067,1
320,6570.899609470367,1
321,6580.635257032513,1
322,6574.3586997643115,1
323,6577.537845666706,1
324,6575.720141550898,1
325,6574.6095380708575,1
326,6575.673596554995,1
327,6577.969671180845,1
328,6574.836330388487,1
329,6575.26318229884,1
330,6572.577513214946,1
331,6576.585920643806,1
332,6576.943799322845,1
333,6572.894369757176,1
334,6579.807533183694,1
335,6573.82903663367,1
336,6580.855805788934,1
337,6578.004357680678,1
338,6578.452568635345,1
339,6576.316203495859,1
340,6574.1372248336675,1
341,6570.024381732941,1
342,6571.930444064737,1
343,6571.7154020100825,1
344,6571.065093241632,1
345,6570.473830917478,1
346,6577.642249578238,1
347,6573.383665925265,1
348,6567.7937870964415,1
349,6570.408896315097,1
350,6577.464299415052,1
351,6565.403834784031,1
352,6575.10117276609,1
353,6569.476306781173,1
354,6580.516433447599,1
355,6572.029793402553,1
356,6576.637603584678,1
357,6573.698806466162,1
358,6568.041319906712,1
359,6579.327093487977,1
360,6574.681980526447,1
361,6567.976967936754,1
362,6564.871405313908,1
363,6569.413277226686,1
364,6574.905271685124,1
365,6569.71472747922,1
366,6564.9453888669605,1
367,6566.687350922823,1
368,6576.404004231095,1
369,6579.89732837677,1
370,6573.528941862284,1
371,6564.002900166809,1
372,6571.935840840638,1
373,6571.4685524895785,1
374,6572.430012509227,1
375,6571.396732234955,1
376,6576.277360402048,1
377,6569.120356369018,1
378,6571.998195347189,1
379,6569.882258421183,1
380,6568.081872418523,1
381,6570.264984339476,1
382,6571.549696502089,1
383,6574.007014468313,1
384,6571.714175209402,1
385,6572.221094942093,1
386,6572.340382650495,1
387,6570.831120656431,1
388,6569.437922540305,1
389,6568.002880780399,1
390,6570.963670252262,1
391,6565.063923363388,1
392,6570.608460500091,1
393,6565.18551491499,1
394,6568.124394923449,1
395,6569.0633675731715,1
396,6573.7316227503115,1
397,6574.0389287605885,1
398,6571.252557355165,1
399,6579.720152628422,1
400,9401.683955487608,2
401,8983.506433272361,2
402,8262.579104888438,2
403,7642.452145567537,2
404,7449.527794587611,2
405,7160.500115978719,2
406,7073.475896590948,2
407,6923.889718449116,2
408,6948.620028012991,2
409,6737.137203323841,2
410,6787.892580768465,2
411,6774.703586316109,2
412,6677.168929493428,2
413,6751.583604413271,2
414,6598.71081765294,2
415,6669.095906752347,2
416,6638.044328597189,2
417,6620.430917987227,2
418,6624.980427062513,2
419,6612.076989215612,2
420,6611.327891778946,2
421,6568.410623055697,2
422,6590.286460629105,2
423,6551.257379099728,2
424,6498.870634806157,2
425,6486.969721972943,2
426,6475.969691962004,2
427,6480.875882965325,2
428,6453.950786471367,2
429,6434.167880776525,2
430,6421.848342557251,2
431,6382.048139505088,2
432,6384.02346894145,2
433,6398.445495435596,2
434,6355.9483366638415,2
435,6331.772515642642,2
436,6331.9265892565245,2
437,6331.6477177158,2
438,6332.939716055989,2
439,6285.514650698006,2
440,6320.372689433395,2
441,6284.104287697374,2
442,6292.627795325219,2
443,6279.038334003091,2
444,6303.027120572329,2
445,6273.600520524382,2
446,6260.692767047882,2
447,6242.84650978148,2
448,6261.370301619918,2
449,6257.905873235316,2
450,6259.755247297883,2
451,6255.737730301917,2
452,6253.42366798222,2
453,6279.146079793572,2
454,6262.2754242956635,2
455,6259.052698682248,2
456,6244.868115635216,2
457,6268.565607953073,2
458,6247.247558386624,2
459,6236.672437189519,2
460,6254.513591936231,2
461,6227.688968951999,2
462,6252.467934447528,2
463,6232.808459091187,2
464,6232.997582250833,2
465,6228.07779367566,2
466,6219.5825228348385,2
467,6218.512891246377,2
468,6228.158148948848,2
469,6215.030401636659,2
470,6237.304709144682,2
471,6218.349888746441,2
472,6210.949530105293,2
473,6219.701079528778,2
474,6227.3178884089,2
475,6216.652876600624,2
476,6219.741182108222,2
477,6224.318033918739,2
478,6216.470788703114,2
479,6213.077753841878,2
480,6229.640260134637,2
481,6214.915950569511,2
482,6213.971673786639,2
483,6211.603889192641,2
484,6213.397342980653,2
485,6215.085322945564,2
486,6208.837345895171,2
487,6211.609362591803,2
488,6210.86579887718,2
489,6205.466692161561,2
490,6213.345470360667,2
491,6211.470655037462,2
492,6213.59879405126,2
493,6208.014986802638,2
494,6205.4244733423,2
495,6223.084357984365,2
496,6207.139412842691,2
497,6221.794986060262,2
498,6203.6982855632905,2
499,6212.662371574343,2
500,6202.721798187494,2
501,6205.0832529842855,2
502,6214.661730522663,2
503,6205.500493501127,2
504,6198.693395507336,2
505,6201.875929878652,2
506,6208.017186290026,2
507,6204.298015375436,2
508,6203.466465868056,2
509,6204.966886019706,2
510,6199.9369369849555,2
511,6214.492939087748,2
512,6212.189934729039,2
513,6199.088773976266,2
514,6203.938804724812,2
515,6197.193581953645,2
516,6197.5933064542705,2
517,6204.418135839701,2
518,6199.657098028064,2
519,6202.127143061161,2
520,6203.76333084777,2
521,6206.041559278966,2
522,6200.557010775805,2
523,6194.528271870316,2
524,6198.365175905823,2
525,6208.263803122937,2
526,6194.630099645256,2
527,6200.617627321185,2
528,6200.703759105503,2
529,6194.765015621484,2
530,6199.306545230747,2
531,6195.030899921061,2
532,6206.292332459987,2
533,6204.791204917431,2
534,6204.777802225947,2
535,6197.720998889207,2
536,6199.567334173619,2
537,6198.405734980107,2
538,6196.9688155114645,2
539,6196.753737080097,2
540,6204.718115353585,2
541,6207.348836374284,2
542,6199.996438390017,2
543,6204.853983528912,2
544,6201.665629495681,2
545,6201.644573770463,2
546,6201.799085083975,2
547,6199.166758872569,2
548,6203.422681399435,2
549,6194.442212493718,2
550,6197.75868909657,2
551,6198.539858139306,2
552,6195.853579542041,2
553,6198.087476414443,2
554,6203.823211732507,2
555,6193.618764868379,2
556,6192.52699702233,2
557,6205.154591753334,2
558,6204.306342706084,2
559,6200.346869803964,2
560,6195.520111384988,2
561,6190.66461365223,2
562,6198.362105458976,2
563,6192.970963028074,2
564,6196.093993069231,2
565,6194.584084269404,2
566,6195.002686336637,2
567,6197.016009795666,2
568,6195.580285322666,2
569,6195.610611173511,2
570,6191.614552763105,2
571,6191.642369227111,2
572,6196.879721471668,2
573,6194.050230216981,2
574,6195.489109981059,2
575,6195.048879122734,2
576,6191.801872099936,2
577,6196.601043826342,2
578,6190.291984286904,2
579,6190.1182950928805,2
580,6192.207299923897,2
581,6192.422579142452,2
582,6191.737208122014,2
583,6196.124380290508,2
584,6192.445714026689,2
585,6193.380976162851,2
586,6196.097680214047,2
587,6192.089029853047,2
588,6194.979564970732,2
589,6195.895098435878,2
590,6198.03483132422,2
591,6200.743780595065,2
592,6197.15094397366,2
593,6194.207332724333,2
594,6192.290486513079,2
595,6201.443809719384,2
596,6194.838313478231,2
597,6193.793747991324,2
598,6200.470807150006,2
599,6193.171371468901,2
