,elbo,segment
0,24516.263458809255,0
1,13764.636241281034,0
2,12082.707927709818,0
3,12749.72642657757,0
4,10946.870479553938,0
5,10519.336474168302,0
6,10171.99796796739,0
7,10456.062837696074,0
8,9969.827893269063,0
9,10318.248202341794,0
10,9580.501779961585,0
11,9660.301119554044,0
12,9359.531214642524,0
13,9280.836158692835,0
14,9126.818996921182,0
15,9145.20187934637,0
16,9189.178584694862,0
17,9099.035354101658,0
18,9076.742343634367,0
19,9035.993594503403,0
20,8983.215509140491,0
21,8954.09289841652,0
22,8910.85233746767,0
23,9075.52253638506,0
24,8902.014650970697,0
25,8911.840032555165,0
26,8836.450453975796,0
27,9044.507333266734,0
28,8979.133555901051,0
29,8878.270200261475,0
30,8843.37000091374,0
31,8859.106029832363,0
32,8776.570898681879,0
33,8884.04430180788,0
34,8823.15174819827,0
35,8772.157758092879,0
36,8872.65814538002,0
37,8778.883889576793,0
38,8757.847219109535,0
39,8678.846331459285,0
40,8687.92687743306,0
41,8741.436601558327,0
42,8773.448109668494,0
43,8729.646563720704,0
44,8709.93892354071,0
45,8729.743263149263,0
46,8702.487592986226,0
47,8669.78091788888,0
48,8690.213640230893,0
49,8639.377302783727,0
50,8644.4364787817,0
51,8676.251223856212,0
52,8556.651931479573,0
53,8594.469081050158,0
54,8554.494781395792,0
55,8633.587241423129,0
56,8710.939596140384,0
57,8583.725534111261,0
58,8649.876758241653,0
59,8608.400056105851,0
60,8550.000816604495,0
61,8633.837219971418,0
62,8575.999132728577,0
63,8561.09884789884,0
64,8668.426180750132,0
65,8580.349552613498,0
66,8572.101935708522,0
67,8577.454075530171,0
68,8615.52548737526,0
69,8544.670038849115,0
70,8582.601809459924,0
71,8553.486262762546,0
72,8608.967430764436,0
73,8504.5489040941,0
74,8520.955814251303,0
75,8502.186475640536,0
76,8572.41208410263,0
77,8673.787736955286,0
78,8477.050587910413,0
79,8464.788257569075,0
80,8460.403148525953,0
81,8451.926586043835,0
82,8413.928749269246,0
83,8502.941375142334,0
84,8472.549818783998,0
85,8478.51707533598,0
86,8452.124163830282,0
87,8454.132011640071,0
88,8507.42943944335,0
89,8473.230203938483,0
90,8461.179541397096,0
91,8505.081933706999,0
92,8438.537626335024,0
93,8421.243231141569,0
94,8437.17282076776,0
95,8458.411213588715,0
96,8467.892480131983,0
97,8415.085763207077,0
98,8422.144637003541,0
99,8462.30135616362,0
100,8467.915261769294,0
101,8444.648268857598,0
102,8438.179106751084,0
103,8453.671995440125,0
104,8414.92789710462,0
105,8431.429904532433,0
106,8414.741160306334,0
107,8444.55547428727,0
108,8410.615264123679,0
109,8431.395868760348,0
110,8445.180701383948,0
111,8402.624835920333,0
112,8404.342047744989,0
113,8410.670297357441,0
114,8399.784029218554,0
115,8412.422298389673,0
116,8415.083469140529,0
117,8367.141536608338,0
118,8390.981135904789,0
119,8401.764619547128,0
120,8372.184934753179,0
121,8372.041091224552,0
122,8578.22608257532,0
123,8398.13575334251,0
124,8384.374992924928,0
125,8376.101705372334,0
126,8381.63082036674,0
127,8390.606448417902,0
128,8378.549116495251,0
129,8396.794085738064,0
130,8380.536141043902,0
131,8381.892936703563,0
132,8388.964307412505,0
133,8363.621452867985,0
134,8346.287031617761,0
135,8374.086908015608,0
136,8340.470043471456,0
137,8366.403308582305,0
138,8388.883840072156,0
139,8355.905235183238,0
140,8367.707149404287,0
141,8381.027161124348,0
142,8337.2783801198,0
143,8346.244178950787,0
144,8367.590126347543,0
145,8367.069641938806,0
146,8359.909686866404,0
147,8361.406499868632,0
148,8334.48814406395,0
149,8334.223798674344,0
150,8343.975564739108,0
151,8365.91477020383,0
152,8355.554752445221,0
153,8352.994648063182,0
154,8359.786702302097,0
155,8326.960777324437,0
156,8326.307537972927,0
157,8335.331709727645,0
158,8318.574488252401,0
159,8327.345791983606,0
160,8328.268439048528,0
161,8310.61109276414,0
162,8309.087860274316,0
163,8320.991662693023,0
164,8324.421620082856,0
165,8324.664540308713,0
166,8321.576789334416,0
167,8328.166043135523,0
168,8329.8507964015,0
169,8362.647137522697,0
170,8302.543040874602,0
171,8300.684142041207,0
172,8325.639076200128,0
173,8330.704016190766,0
174,8303.75252790451,0
175,8315.383713379502,0
176,8305.350255888701,0
177,8337.96054287553,0
178,8312.82897543311,0
179,8308.379676723482,0
180,8333.501165032387,0
181,8309.995172762872,0
182,8300.991924339532,0
183,8299.717235523463,0
184,8299.203519821167,0
185,8297.307040560245,0
186,8307.432584923507,0
187,8292.039273899794,0
188,8335.62322318554,0
189,8292.406680440903,0
190,8316.428401702642,0
191,8293.496544730662,0
192,8303.12804965377,0
193,8300.777865076065,0
194,8312.909547483921,0
195,8302.962027722597,0
196,8320.059989762307,0
197,8321.900722953676,0
198,8309.743328422308,0
199,8301.47020716667,0
200,14706.031683951618,1
201,12265.897222280502,1
202,10942.425432270766,1
203,10386.266064119342,1
204,10478.597596871852,1
205,8977.167043849824,1
206,8764.102385774255,1
207,8638.754052585362,1
208,8389.992220157385,1
209,8192.460207164288,1
210,8056.362507402896,1
211,7970.363765203952,1
212,7999.386046910286,1
213,7803.241153144836,1
214,7766.484238827229,1
215,7713.037143957616,1
216,7710.697167849541,1
217,7616.946752238273,1
218,7493.642958807944,1
219,7554.333200716973,1
220,7578.207456502318,1
221,7565.704303872585,1
222,7382.225685974956,1
223,7388.31594364047,1
224,7360.013639849424,1
225,7377.68531100154,1
226,7492.8469950348135,1
227,7332.473545360565,1
228,7284.8741461277,1
229,7290.258391654492,1
230,7223.287259709834,1
231,7186.165151008964,1
232,7159.74001879245,1
233,7154.519382447004,1
234,7150.901956850292,1
235,7188.544907754659,1
236,7093.356694690884,1
237,7079.148988330365,1
238,7078.057183152438,1
239,7074.685321308672,1
240,7177.810978478193,1
241,7062.522904580833,1
242,7040.191670617462,1
243,7017.054841861129,1
244,7010.141174453497,1
245,7007.849351045489,1
246,7009.3779567539705,1
247,6985.473147454858,1
248,6970.814430600405,1
249,6981.657844921946,1
250,6981.050883862376,1
251,6938.333160817624,1
252,6939.250787323714,1
253,6925.386227700115,1
254,6940.771115797757,1
255,6961.387578570843,1
256,6924.186895909906,1
257,6938.896356350183,1
258,6920.729134744406,1
259,6901.037876629829,1
260,6904.373267579078,1
261,6948.095662328601,1
262,6889.708579480648,1
263,6905.561694657803,1
264,6883.384999099374,1
265,6893.363035863638,1
266,6880.546007061005,1
267,6893.486855602265,1
268,6859.8393789350985,1
269,6861.591812330485,1
270,6863.307014602423,1
271,6857.006453830004,1
272,6842.796517425775,1
273,6841.033308577537,1
274,6842.341557884217,1
275,6852.293829882145,1
276,6840.034227138757,1
277,6838.735315966606,1
278,6812.335664847493,1
279,6838.417868506908,1
280,6829.098874706031,1
281,6836.277152884008,1
282,6834.726266187429,1
283,6816.558021092415,1
284,6825.309185525774,1
285,6819.609358119965,1
286,6821.335242718458,1
287,6816.245141986012,1
288,6808.365997755527,1
289,6833.376869899036,1
290,6796.8787452995775,1
291,6806.938650804758,1
292,6810.808810490369,1
293,6802.254892581701,1
294,6803.271894204617,1
295,6800.066635608673,1
296,6802.959111118317,1
297,6803.204942032695,1
298,6796.7929502546785,1
299,6805.954078668356,1
300,6794.446393156051,1
301,6788.795152050257,1
302,6791.382945489882,1
303,6794.073251420259,1
304,6805.996363696457,1
305,6799.547204160691,1
306,6795.572257530689,1
307,6792.887224507331,1
308,6793.112626492977,1
309,6787.234082442523,1
310,6783.095822000503,1
311,6786.723362767697,1
312,6785.417073380949,1
313,6777.807352709771,1
314,6783.467465108633,1
315,6783.834255546331,1
316,6782.908783584834,1
317,6782.40175164938,1
318,6781.297267717123,1
319,6788.485828614235,1
320,6776.961418569088,1
321,6782.814941531419,1
322,6778.343478572368,1
323,6774.5484358787535,1
324,6779.970709180831,1
325,6778.553724098205,1
326,6776.034550571442,1
327,6782.728095328807,1
328,6771.878594440222,1
329,6778.074068516493,1
330,6772.480845701694,1
331,6768.094289177656,1
332,6772.45505234003,1
333,6765.259508103131,1
334,6766.488173627854,1
335,6770.610952425002,1
336,6776.283742594719,1
337,6766.1266654252995,1
338,6772.5994009256365,1
339,6766.122369045019,1
340,6778.616576540469,1
341,6778.200221651793,1
342,6770.923932409288,1
343,6766.379494899511,1
344,6765.54527285695,1
345,6774.15760806203,1
346,6770.649785888194,1
347,6763.009514534473,1
348,6766.169952976704,1
349,6767.762931329013,1
350,6766.745445865392,1
351,6770.878881281614,1
352,6760.5835677206505,1
353,6770.200305008888,1
354,6765.522307515143,1
355,6762.705067044496,1
356,6762.510185134411,1
357,6769.274799263477,1
358,6765.728432512284,1
359,6760.9358977794645,1
360,6763.850619614123,1
361,6765.565347254276,1
362,6764.058336302638,1
363,6760.0112143516535,1
364,6754.522659468652,1
365,6757.462830239534,1
366,6769.910747611523,1
367,6762.188927561045,1
368,6755.867208868266,1
369,6763.295362442733,1
370,6758.119717127084,1
371,6760.4398885667315,1
372,6759.971819907428,1
373,6754.626585221291,1
374,6758.921517217159,1
375,6759.158984869718,1
376,6755.257162570952,1
377,6760.516343078018,1
378,6754.7405134141445,1
379,6753.758154755831,1
380,6750.8735191285605,1
381,6752.882131844758,1
382,6751.603771913051,1
383,6755.0122652351865,1
384,6750.87718886137,1
385,6755.0032046854485,1
386,6748.659189468623,1
387,6747.764521753788,1
388,6753.047152358294,1
389,6750.473874711989,1
390,6751.531595367193,1
391,6752.89778623581,1
392,6750.396998399496,1
393,6752.591568005085,1
394,6752.969281786681,1
395,6749.550348907709,1
396,6751.792958819866,1
397,6758.483505499365,1
398,6746.225545752048,1
399,6749.252428257466,1
400,14924.379672449828,2
401,9118.385688197613,2
402,7900.169519358873,2
403,7113.798383578659,2
404,7127.504963082074,2
405,6672.990986406803,2
406,6508.425816780329,2
407,6577.1628164827835,2
408,6513.326993620396,2
409,6346.485259389877,2
410,6276.642979955673,2
411,6634.149679768086,2
412,6117.574581581354,2
413,9307.617772835492,2
414,6129.4036200016735,2
415,6148.503784263135,2
416,6119.78140899539,2
417,6083.90475845337,2
418,6059.654839336872,2
419,6026.545146250725,2
420,5956.53566660285,2
421,6023.230526006222,2
422,5993.5613751530655,2
423,6053.370641326905,2
424,5943.306281769275,2
425,5921.614260959625,2
426,5950.9144925713545,2
427,5830.059939217567,2
428,5910.01284122467,2
429,5854.489780378342,2
430,5843.721282154322,2
431,5730.1850207448,2
432,5766.17455753088,2
433,5816.564214807748,2
434,5879.479868745804,2
435,5762.226255774499,2
436,5717.95723631084,2
437,5699.1328667044645,2
438,5672.373386520147,2
439,5685.454270541668,2
440,5693.928550529479,2
441,5651.737714838982,2
442,5641.266020429135,2
443,5681.480568945407,2
444,5581.401232784987,2
445,5582.466905966401,2
446,5560.817010563613,2
447,5593.205065762997,2
448,5521.206413960456,2
449,5598.710266047717,2
450,5504.137076508998,2
451,5593.675577849149,2
452,5492.22544463277,2
453,5467.821575862169,2
454,5442.187428921461,2
455,5463.239242905377,2
456,5474.255095025897,2
457,5436.283737304806,2
458,5435.620396238565,2
459,5432.69303779602,2
460,5413.287655687332,2
461,5358.629381859302,2
462,5382.217756545544,2
463,5354.365799772739,2
464,5398.51310019493,2
465,5405.775090664625,2
466,5306.233814004064,2
467,5296.995509892701,2
468,5264.288900539279,2
469,5335.2363526672125,2
470,5255.793185000122,2
471,5295.3896724969145,2
472,5277.789822822809,2
473,5360.969947579503,2
474,5259.137769168615,2
475,5249.816226893662,2
476,5325.227861535549,2
477,5260.529273286461,2
478,5251.416384965181,2
479,5278.442912206055,2
480,5235.076669096947,2
481,5201.5253450393675,2
482,5222.253864741326,2
483,5206.726990687847,2
484,5183.412927645444,2
485,5216.828759980201,2
486,5186.17154238224,2
487,5160.990968507529,2
488,5218.984936481715,2
489,5186.643663716317,2
490,5220.749990102649,2
491,5156.341327142715,2
492,5149.830478060245,2
493,5164.619731783867,2
494,5170.0185045719145,2
495,5155.413748204708,2
496,5171.876011842489,2
497,5130.885343137384,2
498,5135.987538754941,2
499,5136.971700274944,2
500,5148.965164113044,2
501,5156.734405362607,2
502,5140.020236110687,2
503,5139.320588696003,2
504,5122.552781522273,2
505,5142.915048465133,2
506,5107.94165841341,2
507,5131.2600689887995,2
508,5116.363118898868,2
509,5123.780420264601,2
510,5164.121909171343,2
511,5104.009029230476,2
512,5107.813348299265,2
513,5125.813838452101,2
514,5104.0377156585455,2
515,5096.165204906463,2
516,5073.202362945675,2
517,5112.34885801971,2
518,5125.96634722352,2
519,5081.445890492201,2
520,5071.662215071917,2
521,5094.687392675877,2
522,5059.342408287524,2
523,5076.955132061243,2
524,5050.345191890002,2
525,5062.296007984876,2
526,5056.490244922043,2
527,5084.1016205519445,2
528,5096.032753181457,2
