,elbo,condition
242,7683.830687690527,medium
243,7681.385992028565,medium
244,7671.878183367477,medium
245,7665.701929144561,medium
246,7678.465158819407,medium
247,7673.462707818299,medium
248,7664.142657161504,medium
249,7670.087797622382,medium
250,7672.2512194201345,medium
251,7666.999719027429,medium
252,7671.778545732051,medium
253,7666.728405387699,medium
254,7670.467933806776,medium
255,7677.9828242316835,medium
256,7667.999689598382,medium
257,7668.496978551149,medium
258,7669.9679737880815,medium
259,7677.337678714098,medium
260,7662.125105842948,medium
261,7669.157071616501,medium
262,7663.29936086461,medium
263,7660.811537596584,medium
264,7657.937575310469,medium
265,7669.237766179442,medium
266,7661.871809186042,medium
267,7663.6091086849565,medium
268,7657.1654904820025,medium
269,7665.841980163008,medium
270,7659.51432794854,medium
271,7659.887576822937,medium
272,7662.361237466336,medium
273,7666.399036768079,medium
274,7662.10312045142,medium
275,7663.227282905578,medium
276,7666.11052379012,medium
277,7662.570447837561,medium
278,7662.894493788481,medium
279,7664.601116693764,medium
280,7662.132449007035,medium
281,7676.396603509783,medium
282,7660.588184824586,medium
283,7668.60947976336,medium
284,7661.354604192823,medium
285,7664.611025086045,medium
286,7664.553879065066,medium
287,7662.607879874856,medium
288,7663.082123356312,medium
289,7666.052488596738,medium
290,7661.755457248539,medium
291,7661.467036284506,medium
292,7660.098135603964,medium
293,7661.916400272399,medium
294,7660.780652094632,medium
295,7661.127642735094,medium
296,7658.614053282141,medium
297,7658.175320571661,medium
298,7663.284562687575,medium
299,7659.527359333635,medium
300,7660.115266901255,medium
301,7656.927870042623,medium
302,7657.454134238511,medium
303,7659.565831736476,medium
304,7663.908718802036,medium
305,7658.183082810044,medium
306,7657.470085035264,medium
307,7658.38958365172,medium
308,7659.84611070603,medium
309,7657.631551711262,medium
310,7658.044395244867,medium
311,7658.506658091397,medium
312,7658.383920127154,medium
313,7659.1160988509655,medium
314,7661.019051577152,medium
315,7657.264207825065,medium
316,7656.6885547295215,medium
317,7655.803338260203,medium
318,7655.520714361965,medium
319,7657.272877922653,medium
320,7660.471939302981,medium
321,7658.041728702186,medium
322,7658.233141053468,medium
323,7660.886604455113,medium
324,7657.684256199002,medium
325,7660.2748751506215,medium
326,7658.212140527367,medium
327,7657.307582103461,medium
328,7658.995639523864,medium
329,7658.233118595928,medium
330,7657.536043667049,medium
331,7656.182128739359,medium
332,7659.041782363503,medium
333,7659.657501751185,medium
334,7658.08872713074,medium
335,7658.0899736568335,medium
336,7657.60574555248,medium
337,7659.217983135581,medium
338,7657.084480869769,medium
339,7658.451864793896,medium
340,7658.759297529608,medium
341,7657.655317653715,medium
342,7657.052347985655,medium
343,7656.27554833442,medium
344,7660.865360601992,medium
345,7658.72898696065,medium
346,7657.698230478167,medium
347,7656.783618208767,medium
348,7656.591627786308,medium
349,7656.14093009904,medium
350,7659.2055915839965,medium
351,7656.29170576781,medium
352,7657.3081535950305,medium
353,7656.394450288266,medium
354,7658.4283323332675,medium
355,7656.494830549508,medium
356,7656.387299938499,medium
357,7656.1990089617675,medium
358,7658.216819513589,medium
359,7656.059745465965,medium
360,7657.702832760661,medium
361,7655.461787185073,medium
362,7657.524220328032,medium
363,7658.449621786922,medium
364,7656.9113712281,medium
365,7656.587393522263,medium
366,7656.963172423841,medium
367,7657.129903257639,medium
368,7655.5933080814775,medium
369,7656.953102007509,medium
370,7657.810164619238,medium
371,7655.863533294945,medium
372,7656.652675259114,medium
373,7658.137227141111,medium
374,7658.015847450494,medium
375,7657.962554540484,medium
376,7656.971921569109,medium
377,7655.921695337444,medium
378,7657.293271164597,medium
379,7656.504553703965,medium
380,7656.000817936659,medium
381,7655.880216053129,medium
382,7657.297743099928,medium
383,7658.048775279522,medium
384,7657.134252005815,medium
385,7655.740795005859,medium
386,7656.1710414581,medium
387,7656.530260559917,medium
388,7655.054346687346,medium
389,7657.376772719622,medium
390,7656.654799491167,medium
391,7656.087791517377,medium
392,7656.841969302297,medium
393,7655.6506419226525,medium
394,7655.851075718552,medium
395,7656.466935066879,medium
396,7658.787533112615,medium
397,7657.2758167915035,medium
398,7656.565649823844,medium
399,7656.788366535306,medium
400,6142.3232104146855,easy
401,6108.102869150416,easy
402,6064.484284099936,easy
403,6115.533137094974,easy
404,5909.648077872395,easy
405,5889.095970016719,easy
406,5815.905813816189,easy
407,5805.762341770529,easy
408,5778.954995951057,easy
409,5797.5916303396225,easy
410,5762.946432599426,easy
411,5733.836429998278,easy
412,5700.893458241224,easy
413,5716.6047770529985,easy
414,5662.6850848525755,easy
415,5668.1532597303385,easy
416,5678.677686184645,easy
417,5638.707802075148,easy
418,5622.393663460017,easy
419,5621.94055224657,easy
420,5594.8689808398485,easy
421,5578.991386500001,easy
422,5570.531822779774,easy
423,5538.7744733273985,easy
424,5564.506149742007,easy
425,5528.934986403584,easy
426,5522.074749706685,easy
427,5518.644974520803,easy
428,5501.186757899822,easy
429,5500.193234334885,easy
430,5486.17018476352,easy
431,5495.18149326071,easy
432,5480.237240117044,easy
433,5490.187828995287,easy
434,5470.399670735002,easy
435,5477.618781523406,easy
