,elbo,condition
286,7385.652688968182,medium
287,7368.231841707229,medium
288,7373.706189650297,medium
289,7379.936020788549,medium
290,7380.063064266741,medium
291,7378.868067622185,medium
292,7370.312147611378,medium
293,7376.412013052403,medium
294,7386.4758035570385,medium
295,7365.0017060533155,medium
296,7378.094643604755,medium
297,7372.062823775412,medium
298,7377.558458060026,medium
299,7354.4926510080695,medium
300,7373.647940485179,medium
301,7368.650753787159,medium
302,7366.116465443372,medium
303,7374.661954268813,medium
304,7358.960795378684,medium
305,7360.413994763791,medium
306,7369.326762905716,medium
307,7357.75625987053,medium
308,7362.836953696608,medium
309,7369.560644550621,medium
310,7369.913309004904,medium
311,7355.00338229537,medium
312,7371.301755991578,medium
313,7361.118813721835,medium
314,7351.572908693552,medium
315,7359.803177475929,medium
316,7361.774844177067,medium
317,7365.115613181888,medium
318,7360.400298437477,medium
319,7351.216498070955,medium
320,7363.476658552885,medium
321,7365.153758311272,medium
322,7357.650983649492,medium
323,7367.213228031993,medium
324,7369.522800543904,medium
325,7361.523647503555,medium
326,7356.530316746234,medium
327,7354.319823378323,medium
328,7364.136463542282,medium
329,7362.597815826536,medium
330,7357.317864228784,medium
331,7357.644897925854,medium
332,7355.752746599913,medium
333,7362.106818531453,medium
334,7351.208849598467,medium
335,7349.796942901611,medium
336,7351.170133456589,medium
337,7357.224164858461,medium
338,7354.104305474461,medium
339,7360.351875051856,medium
340,7349.41660271585,medium
341,7357.088992756605,medium
342,7366.439944824577,medium
343,7351.3567357480515,medium
344,7352.76618258357,medium
345,7342.107426672802,medium
346,7353.9325604051355,medium
347,7357.2040000841025,medium
348,7354.781946255266,medium
349,7356.020960636438,medium
350,7353.2574211299425,medium
351,7353.040022705495,medium
352,7357.406612452865,medium
353,7350.284672692418,medium
354,7352.829212377965,medium
355,7355.88395871222,medium
356,7341.269065278769,medium
357,7343.3487061455835,medium
358,7342.57682801187,medium
359,7355.293717738985,medium
360,7351.438285517692,medium
361,7345.6821967005735,medium
362,7347.549438112974,medium
363,7364.550815075636,medium
364,7365.202394050361,medium
365,7346.070749005675,medium
366,7344.531650163233,medium
367,7350.4925156027075,medium
368,7358.741036595405,medium
369,7347.391003078222,medium
370,7343.316332499682,medium
371,7350.12425171733,medium
372,7356.170144405961,medium
373,7350.521853701772,medium
374,7346.395064023136,medium
375,7349.489127710462,medium
376,7348.464210820197,medium
377,7364.321183660627,medium
378,7349.62565152496,medium
379,7339.610923174023,medium
380,7349.69670547545,medium
381,7349.700864455103,medium
382,7348.293375647068,medium
383,7347.210684934258,medium
384,7351.174797078967,medium
385,7352.2156131386755,medium
386,7342.730346792937,medium
387,7344.684973621368,medium
388,7348.010096997022,medium
389,7345.614133244752,medium
390,7344.444596850872,medium
391,7352.164342522621,medium
392,7355.451595477759,medium
393,7344.024748316408,medium
394,7346.588262679427,medium
395,7348.68106188178,medium
396,7357.409153956175,medium
397,7349.33462897241,medium
398,7342.881424605847,medium
399,7351.766656160354,medium
400,9757.154653674364,easy
401,7299.741648152471,easy
402,6759.798105338216,easy
403,6444.738765200972,easy
404,6229.16552695036,easy
405,6069.94302021861,easy
406,6328.958227425815,easy
407,5996.915451276303,easy
408,5963.299587523938,easy
409,5798.246414756774,easy
410,5819.657920140028,easy
411,5804.195615786313,easy
412,5784.286797174812,easy
413,5734.547670874,easy
414,5802.252589297294,easy
415,5771.233431318403,easy
416,5802.982284605504,easy
417,5749.430175539851,easy
418,5794.6833174824715,easy
419,5685.873667997122,easy
420,5736.020184892415,easy
